app_id,GOOD,BAD,app_date,disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,DTI,UR,PLE
-12074,,,10-Jan-06,0,SM,26,1,P,,,33,,25,4,5,15,,0,,1,0,,5,0,,,0.04
-12104,,,10-Jan-06,0,SD,19,1,R,,950,16,1,0,16,0,9,,0.004731822,76.125,2,1,567,3,1,,0.00,0.05
12085,1,0,10-Jan-06,0,SK,20,,P,,,16,1,,,2,8,,0,67,,1,0,3,-1,,,0.00
-12076,,,10-Jan-06,1200,SE,23,6,P,,1200,16,4,,0,6,4,556,0.118412155,61.703125,2,3,1326,3,0,0.46,0.46,0.26
-12069,,,10-Jan-06,900,SO,46,,R,2,,2,3,,,6,,,0,26.484375,1,2,0,3,0,0.00,,0.00
-12077,,,10-Jan-06,0,SO,30,1,R,,,19,2,,,2,,,0.492129066,39.0390625,2,1,0,3,0,,,0.03
-12098,,,10-Jan-06,300,SF,19,1,R,,,12,2,,,,,,0.543822596,29.0390625,2,2,0,3,1,0.00,,0.05
12088,1,0,10-Jan-06,0,SO,27,,R,,950,9,1,,,,,,0,77.984375,1,1,644,3,-1,,0.00,0.00
-12071,,,10-Jan-06,0,SO,21,1,R,1,,4,1,0,,,,,0,,1,1,268,3,0,,,0.05
12094,1,0,10-Jan-06,1,SK,20,,P,,,,,,,,,,0.350568921,43.9453125,1,0,,5,0,,,0.00
-12102,,,10-Jan-06,0,SB,22,,R,,,,,,,,,,0.183130414,51.359375,,0,,5,-1,,,0.00
-12095,,,10-Jan-06,60,SA,19,,R,,,,,,,,,,0.49680426,56.421875,,0,,5,-1,0.00,,0.00
12081,1,0,10-Jan-06,0,SO,19,,R,,,,,,,,,,0,,,0,,4,-1,,,0.00
12090,0,1,10-Jan-06,1,SC,22,1,,,,20,2,,8,5,22,,0,71.765625,1,2,14,3,1,,,0.05
12087,0,1,10-Jan-06,1,SH,22,5,P,,1900,8,2,0,13,,16,,0,84.640625,2,1,2197,3,0,,0.00,0.23
12103,0,1,10-Jan-06,0,SD,18,1,P,,150,7,1,,2,1,7,155,0,43.7890625,1,1,0,3,2,,1.03,0.06
12070,0,1,10-Jan-06,1,SB,18,1,P,,,,,,,,,,0.069510884,40.6640625,1,0,,5,2,,,0.06
-12113,,,11-Jan-06,0,SO,17,,P,,,,,,14,,30,,0.040910419,53.6640625,,0,,5,-1,,,0.00
-12108,,,11-Jan-06,1040,SA,20,0,P,,,7,4,0,2,3,24,,0,,1,2,0,3,2,0.00,,0.00
12116,1,0,11-Jan-06,1,SB,20,,P,1,,4,,35,8,4,7,,0.037503913,77.921875,,0,,5,-1,,,0.00
12117,1,0,11-Jan-06,100,SO,21,,P,,,20,,0,8,7,2,,0,39.578125,,0,,5,3,0.00,,0.00
-12111,,,11-Jan-06,1,SC,26,1,R,,,,,,,,,,0.08755147,74.8125,1,0,,5,0,,,0.04
-12110,,,11-Jan-06,0,SC,22,4,R,,,,,,,,,,0.106578105,64.546875,1,0,,5,1,,,0.18
-12123,,,11-Jan-06,600,SA,21,,R,,,,,,,,,,0,44.1015625,,0,,5,-1,0.00,,0.00
-12122,,,11-Jan-06,600,SA,21,2,R,,,,,,,,,,0.000657759,21.83203125,,0,,5,-1,0.00,,0.10
-12106,,,11-Jan-06,0,SB,20,1,R,,,,,,,,,,0,46.578125,,0,,5,-1,,,0.05
12118,0,1,11-Jan-06,600,SL,42,2,R,,100,10,4,,3,4,6,,0.14074635,30.15625,1,3,0,3,3,0.00,0.00,0.05
12119,0,1,11-Jan-06,0,SO,20,2,R,,300,18,1,,,0,,,0,73.0625,1,1,277,3,-1,,0.00,0.10
-12140,,,12-Jan-06,0,SO,18,,P,,,,,,4,2,21,,0.197512782,36.6328125,,0,,5,-1,,,0.00
-12129,,,12-Jan-06,0,SB,18,0,P,,,21,1,,9,0,11,,0.029308844,75,2,1,0,3,0,,,0.00
-12132,,,12-Jan-06,1,SA,19,1,P,,250,9,1,,19,0,7,0,0,72.9375,1,1,207,3,-1,,0.00,0.05
12127,1,0,12-Jan-06,200,SL,20,2,P,1,1000,2,3,36,,3,,,0.274991509,74.8125,1,3,0,3,1,0.00,0.00,0.10
-12137,,,12-Jan-06,1400,SO,28,,R,,,13,2,0,0,6,,,0.711209009,19.2578125,2,0,,5,2,0.00,,0.00
12134,1,0,12-Jan-06,0,SB,20,,R,1,,2,1,1,0,,,,0.104382359,79.03125,,0,,2,-1,,,0.00
-12131,,,12-Jan-06,0,SN,29,1,R,,,,,,,0,,,0.392270911,47.8671875,1,0,,5,0,,,0.03
12136,0,1,12-Jan-06,460,SE,19,,R,,,,,,,,,,0,,,0,,4,-1,0.00,,0.00
12126,0,1,12-Jan-06,0,SC,18,1,R,,,,,,,,,,0,,,0,,4,-1,,,0.06
-12164,,,13-Jan-06,0,SC,18,1,P,,,,,,5,1,67,,0,50.0625,,0,,5,-1,,,0.06
-12147,,,13-Jan-06,1480,SF,27,1,P,1,,6,1,41,24,0,38,,0.159823731,64.1875,2,1,0,3,1,0.00,,0.04
-12156,,,13-Jan-06,0,SK,18,1,P,1,,4,1,,3,1,32,,0,14.58203125,,1,0,3,-1,,,0.06
-12158,,,13-Jan-06,0,SA,21,1,P,,,10,2,,10,1,17,,0.026802195,59.03125,2,2,0,3,1,,,0.05
12157,1,0,13-Jan-06,1500,SC,33,3,R,,21200,11,6,0,,8,5,1393,0.185341781,30.9375,1,5,0,3,-1,0.93,0.07,0.09
12143,1,0,13-Jan-06,500,SO,19,,R,,,,,,,,3,,0,16.42578125,,0,,5,-1,0.00,,0.00
12149,1,0,13-Jan-06,600,SO,22,,P,,,28,,0,16,4,2,,0,48.6640625,,0,,5,-1,0.00,,0.00
-12163,,,13-Jan-06,1,SN,27,2,R,,150,16,1,0,,2,2,,0,,2,1,0,3,0,,0.00,0.07
-12148,,,13-Jan-06,0,SO,19,1,P,,,10,1,40,,,,,0.20440812,23.9921875,,1,0,3,-1,,,0.05
-12154,,,13-Jan-06,0,SA,19,2,P,,,10,,,3,2,,,0.079317381,28.05078125,,0,,5,-1,,,0.11
12165,1,0,13-Jan-06,400,SO,19,,R,,,,,,,,,,0,52.546875,,0,,5,-1,0.00,,0.00
-12153,,,13-Jan-06,400,SO,19,,R,,,,,,,,,,0,49.0390625,,0,,5,-1,0.00,,0.00
-12152,,,13-Jan-06,1,SO,38,1,R,,,,,,,,,,0,,,0,,4,-1,,,0.03
12144,0,1,13-Jan-06,0,SB,19,1,P,,,,,,13,2,5,,0.057326058,35.9140625,1,0,,5,1,,,0.05
12167,1,0,14-Jan-06,0,SL,19,,P,2,950,5,1,0,,,25,,0,80.25,1,1,0,3,2,,0.00,0.00
12185,1,0,14-Jan-06,0,SO,21,1,P,,1450,29,1,35,12,4,22,,0.246471317,62.140625,1,1,828,3,0,,0.00,0.05
12174,1,0,14-Jan-06,400,SE,19,,P,,,,,,6,1,9,,0.205248539,65.859375,,0,,5,-1,0.00,,0.00
-12193,,,14-Jan-06,1,SC,19,2,P,,4350,9,4,240,14,0,5,,0.529629611,28.31640625,2,2,1003,2,1,,0.00,0.11
-12171,,,14-Jan-06,0,SB,17,1,P,,,12,,,0,,6,,0.758554611,51.1484375,,0,,5,-1,,,0.06
12183,1,0,14-Jan-06,840,SN,48,,H,,,17,3,,,25,1,,0.856685618,50.625,1,2,0,3,-1,0.00,,0.00
12191,1,0,14-Jan-06,400,SO,21,,,,,11,,,,,,,0.003708853,23.80078125,,0,,5,4,0.00,,0.00
-12168,,,14-Jan-06,700,SO,27,,R,1,6500,5,4,,,2,,1425,0.24598718,48.6015625,2,4,0,3,2,2.04,0.22,0.00
-12189,,,14-Jan-06,800,SE,28,3,P,,,20,1,,,0,,,0.297275633,43.375,1,1,0,3,1,0.00,,0.11
-12173,,,14-Jan-06,1,SO,20,1,R,,,11,1,,,0,,,0,24.1171875,,1,0,3,-1,,,0.05
12195,1,0,14-Jan-06,120,SH,21,,R,,,9,1,,,,,,0.040908922,42.9140625,1,0,,5,1,0.00,,0.00
12175,1,0,14-Jan-06,120,SO,18,,P,,,,,,13,2,49,,0,68.40625,,0,,5,-1,0.00,,0.00
-12194,,,14-Jan-06,1,SK,19,2,R,,,,,,,,,,0,,,0,,4,-1,,,0.11
12181,1,0,14-Jan-06,1,SK,22,,,,,,,,,,,,0,36.234375,,0,,5,-1,,,0.00
-12166,,,14-Jan-06,0,SD,23,,R,,,,,,,,,,0,,,0,,4,-1,,,0.00
12192,0,1,14-Jan-06,0,SO,34,2,R,3,1950,2,4,,,0,,341,0,88.40625,2,4,5912,3,0,,0.17,0.06
12188,0,1,14-Jan-06,200,SO,22,,R,,,7,3,0,,0,,,0.42604336,46.453125,1,2,0,3,-1,0.00,,0.00
12190,0,1,14-Jan-06,500,SB,25,,,,,29,1,,,,,,0.118760986,35.1953125,,1,0,3,-1,0.00,,0.00
12182,0,1,14-Jan-06,1,SO,24,,R,2,,3,1,81,,,,,0.141003268,75.34375,2,1,0,3,1,,,0.00
12186,0,1,14-Jan-06,0,SO,19,1,R,,,,,,,0,,,0,,,0,,5,-1,,,0.05
12169,0,1,14-Jan-06,0,SB,18,1,R,,,,,,,,,,0.064938051,23.1640625,,0,,5,-1,,,0.06
-12204,,,17-Jan-06,0,SD,22,1,R,,,26,3,,7,,28,,0.262507292,42.0234375,2,2,925,3,0,,,0.05
12213,1,0,17-Jan-06,320,SB,21,,,,,,,,4,,26,,0,23.1796875,,0,,5,-1,0.00,,0.00
-12219,,,17-Jan-06,600,SL,19,1,P,,,16,1,,18,0,24,,0.075246819,67.78125,2,1,0,3,1,0.00,,0.05
12199,1,0,17-Jan-06,0,SD,20,2,P,,,14,1,0,17,,23,,0.205348978,47.1484375,1,0,,5,0,,,0.10
12232,1,0,17-Jan-06,500,SO,18,,P,,,,,,8,1,12,,0.073860692,49.7734375,,0,,5,-1,0.00,,0.00
-12209,,,17-Jan-06,0,SH,26,4,P,,,36,,0,0,,9,,0.09992761,9.208984375,1,0,,5,0,,,0.15
-12237,,,17-Jan-06,0,SO,22,1,R,,,18,2,,2,6,5,,0.366520463,35.640625,,0,,5,2,,,0.05
-12196,,,17-Jan-06,0,SA,18,0,P,,,,,,12,0,4,,0,58.203125,1,0,,5,0,,,0.00
-12205,,,17-Jan-06,0,SG,27,1,R,,,,,,,0,,,0.220180288,74.9375,3,0,,5,0,,,0.04
-12220,,,17-Jan-06,940,SE,27,1,R,1,3550,4,4,0,,2,,217,0,,2,4,3553,3,1,0.23,0.06,0.04
12197,1,0,17-Jan-06,1240,SO,28,,H,,4250,29,2,0,,5,,0,0.031993141,37.6796875,2,1,0,3,0,0.00,0.00,0.00
12217,1,0,17-Jan-06,0,SO,20,2,P,1,,3,2,30,0,1,,,0.106651961,45.9453125,1,2,476,3,3,,,0.10
-12211,,,17-Jan-06,1500,SC,25,,H,,,33,1,,,,,,0.02088481,46.3046875,2,1,8,3,0,0.00,,0.00
-12238,,,17-Jan-06,560,SB,24,2,R,,,25,1,93,,0,,,0.312193537,50.390625,,0,,2,3,0.00,,0.08
-12226,,,17-Jan-06,0,SF,20,1,P,,100,24,1,,,0,,,0.018978576,61.4296875,1,1,133,3,2,,0.00,0.05
12202,1,0,17-Jan-06,400,SO,20,1,P,,,19,1,,16,0,51,,0,76.46875,1,1,0,3,0,0.00,,0.05
12224,1,0,17-Jan-06,300,SO,20,,P,,,20,1,1,,,,,0.087860141,44.0390625,,1,0,3,-1,0.00,,0.00
-12200,,,17-Jan-06,1140,SO,27,0,R,,4050,8,1,0,,1,,465,0.024584524,34.6328125,2,1,0,3,0,0.41,0.11,0.00
-12223,,,17-Jan-06,0,SC,20,1,R,1,750,6,1,0,,2,,651,0,59.1875,3,1,0,3,1,,0.87,0.05
-12231,,,17-Jan-06,0,SF,21,,R,1,,4,1,,,0,,,0.002361316,54.6953125,,1,0,3,3,,,0.00
-12210,,,17-Jan-06,440,FT,20,,R,1,,1,,0,,,,,0.512248645,29.5,2,0,,5,0,0.00,,0.00
12234,1,0,17-Jan-06,0,SC,17,1,R,,,,,,,,,,0,,,0,,4,-1,,,0.06
12221,1,0,17-Jan-06,0,SB,21,,R,,,,,,,,,,0,,,0,,4,-1,,,0.00
-12218,,,17-Jan-06,0,SC,23,4,P,,,,,,,,,,0.275526857,67.140625,,0,,5,-1,,,0.17
12227,0,1,17-Jan-06,0,SA,20,1,P,2,1450,5,3,0,,,7,466,0.381248232,83.328125,1,2,451,3,2,,0.32,0.05
12233,0,1,17-Jan-06,1300,SC,25,,R,,,15,1,56,,,,,0.041103106,64.40625,,1,0,3,-1,0.00,,0.00
12236,0,1,17-Jan-06,0,SO,22,,R,,,,,,,,,,0,55.9296875,,0,,5,-1,,,0.00
12235,0,1,17-Jan-06,1,SB,26,1,R,,,,,,,,,,0,,,0,,4,-1,,,0.04
-12242,,,18-Jan-06,0,SC,26,1,P,,250,13,3,93,26,7,59,499,0.041960946,88.203125,1,2,1994,3,-1,,2.00,0.04
-12260,,,18-Jan-06,1,SE,24,1,P,,300,43,1,,26,3,20,,0,39.84375,,1,0,3,-1,,0.00,0.04
-12253,,,18-Jan-06,300,SD,20,2,P,,,18,2,220,1,1,16,,0.929306271,52.5,2,1,393,3,1,0.00,,0.10
12257,1,0,18-Jan-06,0,SE,19,,P,,,,,,20,1,4,,0,51.9453125,,0,,5,-1,,,0.00
-12248,,,18-Jan-06,1180,SO,39,2,R,,250,14,3,,3,3,4,,0.365550271,17.51953125,1,2,0,3,1,0.00,0.00,0.05
-12246,,,18-Jan-06,700,SB,23,1,R,,,17,2,,2,2,2,,0.13301567,56.890625,1,1,0,3,2,0.00,,0.04
12258,1,0,18-Jan-06,0,SB,18,,R,,,,,,,,,,0.085910696,36.90625,,0,,5,-1,,,0.00
-12251,,,18-Jan-06,600,SO,24,,R,,,44,,0,6,5,,,0.161206023,32.15625,,0,,5,-1,0.00,,0.00
12259,1,0,18-Jan-06,1,SM,31,1,R,,,,,,,,,,0.046058553,2.147949219,,0,,5,-1,,,0.03
-12252,,,18-Jan-06,1080,SO,44,1,R,,,20,2,1,,0,,,0.272713002,46.1953125,1,2,622,2,-1,0.00,,0.02
-12244,,,18-Jan-06,260,SB,21,0,R,2,,1,1,0,,,,,0.013974688,59.53125,1,1,2,3,-1,0.00,,0.00
-12261,,,18-Jan-06,500,SA,23,,R,,,,,,,,,,0.250153333,63.8984375,,0,,5,-1,0.00,,0.00
12245,1,0,18-Jan-06,1,SO,19,,P,,,,,,,,,,0,,,0,,4,-1,,,0.00
12243,1,0,18-Jan-06,1,SO,18,,R,,,,,,,,,,0,,,0,,4,-1,,,0.00
12239,1,0,18-Jan-06,1,SO,34,,R,,,,,,,,,,0.061924912,14.734375,,0,,5,-1,,,0.00
12256,0,1,18-Jan-06,0,SD,18,1,P,1,,3,,30,10,1,6,,0.019408819,36.8359375,1,0,,5,1,,,0.06
12255,0,1,18-Jan-06,240,FT,20,,R,1,,4,1,,,,,,0.47342656,23.5390625,2,1,0,3,1,0.00,,0.00
12250,0,1,18-Jan-06,0,SH,26,2,,,,,,,,,,,0,,,0,,4,-1,,,0.08
12247,0,1,18-Jan-06,0,SO,20,1,R,,,,,,,,,,0,,,0,,4,-1,,,0.05
-12275,,,19-Jan-06,0,SF,18,1,R,,,,,,,,,,0.124298841,11.11914063,,0,,5,-1,,,0.06
12274,1,0,19-Jan-06,0,SB,19,,R,,,,,,,,,,0.345949955,42.3359375,,0,,5,-1,,,0.00
12270,1,0,19-Jan-06,1,SO,27,,R,,,,,,,,,,0.285758334,30.8046875,,0,,5,-1,,,0.00
12268,1,0,19-Jan-06,0,SF,35,,R,,,,,,,,,,0.185196559,37.0546875,,0,,5,-1,,,0.00
-12264,,,19-Jan-06,600,SE,27,,R,,,,,,,,,,0,73.390625,,0,,5,-1,0.00,,0.00
12272,1,0,19-Jan-06,1,SM,22,5,P,,1550,8,1,0,8,5,22,124,0,79.296875,1,1,1065,3,3,,0.08,0.23
-12269,,,19-Jan-06,1,SF,20,3,P,,1150,7,2,,13,12,8,0,0.070956672,76,1,2,0,3,3,,0.00,0.15
-12266,,,19-Jan-06,1800,FT,42,0,R,8,3900,2,3,35,,,,1302,0.102208392,15.80273438,5,3,0,2,0,0.72,0.33,0.00
12265,1,0,19-Jan-06,500,SC,23,6,R,,,,,,,,,,0.09345214,16.078125,1,0,,5,0,0.00,,0.26
-12282,,,20-Jan-06,0,SK,20,2,,,,10,1,,21,3,29,,0.04748603,64.734375,,1,0,3,3,,,0.10
-12284,,,20-Jan-06,0,SC,19,1,,,,,,,6,,24,,0.085479242,69.890625,,0,,5,-1,,,0.05
12291,1,0,20-Jan-06,360,SO,20,3,P,,550,25,3,,,23,9,0,0,58.671875,1,3,0,3,-1,0.00,0.00,0.15
-12279,,,20-Jan-06,1,SO,17,,P,,,,,,18,0,7,,0.338618342,60.2109375,1,0,,5,1,,,0.00
-12278,,,20-Jan-06,0,SB,18,1,P,,,,,,3,,4,,0.006609377,20.62109375,,0,,5,-1,,,0.06
-12294,,,20-Jan-06,0,SE,34,1,R,,2700,9,5,20,,4,,3069,0.264808605,12.34960938,3,2,0,3,2,,1.14,0.03
12298,1,0,20-Jan-06,800,SN,24,3,H,2,7200,1,3,1,,3,,6262,0.043641486,,1,3,821,3,1,7.83,0.87,0.13
-12277,,,20-Jan-06,1200,SE,23,,P,1,,2,,0,,,,,0.027320229,70.578125,,0,,5,-1,0.00,,0.00
12286,1,0,20-Jan-06,960,SE,27,,R,,,,,,,,,,0.012967681,66.703125,1,0,,5,0,0.00,,0.00
12300,1,0,20-Jan-06,0,FT,33,,,,,,,,,,,,0,,,0,,4,-1,,,0.00
12296,1,0,20-Jan-06,0,FT,26,,,,,,,,,,,,0,,,0,,4,-1,,,0.00
-12289,,,20-Jan-06,120,SB,18,,P,,,,,,,,,,0,,,0,,4,-1,0.00,,0.00
-12288,,,20-Jan-06,120,SB,18,,P,,,,,,,,,,0,,,0,,4,-1,0.00,,0.00
12295,0,1,20-Jan-06,0,SE,28,6,R,1,1250,1,1,46,2,2,2,,0.087368111,60.8671875,2,1,1218,3,1,,0.00,0.21
12301,0,1,20-Jan-06,0,FT,25,,,,,,,,,,,,0.13241485,46.796875,,0,,5,-1,,,0.00
12299,0,1,20-Jan-06,0,FT,31,,,,,,,,,,,,0,,,0,,4,-1,,,0.00
12312,1,0,21-Jan-06,0,FT,18,,P,,,,,,18,0,81,,0.200599047,71.15625,,0,,5,-1,,,0.00
12313,1,0,21-Jan-06,0,SO,22,5,P,,,13,2,,9,6,21,,0.114102513,23.7109375,1,2,1152,3,-1,,,0.23
-12317,,,21-Jan-06,0,SN,18,0,P,,,8,2,45,8,0,10,,0,68.375,,1,0,3,-1,,,0.00
12308,1,0,21-Jan-06,180,SO,18,,P,,,,,,3,14,9,,0,85.203125,,0,,5,-1,0.00,,0.00
-12326,,,21-Jan-06,0,SB,21,4,P,3,,2,3,65,12,4,5,,0.114976552,66.515625,2,1,0,3,1,,,0.19
12306,1,0,21-Jan-06,0,SC,19,1,P,,1150,11,1,,27,2,5,,0,77.328125,,1,0,3,-1,,0.00,0.05
-12319,,,21-Jan-06,0,SD,20,1,P,,,8,1,85,,,5,,0.196063648,43.0078125,,1,0,3,-1,,,0.05
-12304,,,21-Jan-06,0,SH,19,1,P,,,,,,11,,3,,0,77.8125,1,0,,5,0,,,0.05
-12318,,,21-Jan-06,0,SO,16,,P,,,,,,,,3,,0,42.6796875,,0,,5,-1,,,0.00
12316,1,0,21-Jan-06,1,SO,20,3,P,1,,2,3,45,,2,,,0,,1,3,0,3,-1,,,0.15
12325,1,0,21-Jan-06,0,SG,22,1,R,2,,4,2,1,,0,,,0.043502864,46.4453125,1,2,0,3,-1,,,0.05
12305,1,0,21-Jan-06,220,SO,23,,P,,,48,1,,,,,,0.227584268,55.921875,,1,0,3,-1,0.00,,0.00
-12315,,,21-Jan-06,1320,SE,31,1,R,1,,3,1,29,,,,,0.026902235,16.015625,1,1,856,3,2,0.00,,0.03
-12327,,,21-Jan-06,1,SE,23,,R,,,,,,,,,,0.100507354,2.955566406,,0,,5,-1,,,0.00
12311,1,0,21-Jan-06,0,SO,18,1,P,,,,,,0,1,,,0,65.359375,,0,,5,-1,,,0.06
12309,1,0,21-Jan-06,1,SF,19,1,P,,,,,,,,,,0.075929518,49.53125,,0,,5,-1,,,0.05
12323,0,1,21-Jan-06,1,SB,26,,R,,,16,1,1,,,,,0.300556442,73.328125,,1,0,3,-1,,,0.00
-12347,,,24-Jan-06,0,SD,25,1,,,,46,,,13,8,13,,0.158031823,23.3828125,,0,,5,-1,,,0.04
-12340,,,24-Jan-06,2200,SE,31,,R,,2350,21,2,65,4,3,10,2511,0.135277183,58.875,2,1,0,3,0,1.14,1.07,0.00
-12356,,,24-Jan-06,0,SB,20,1,P,,,,,,21,2,4,,0.134557541,67.4375,,0,,5,-1,,,0.05
12349,1,0,24-Jan-06,260,SB,33,,P,,,11,1,,3,,,,0.021589698,75.640625,,1,0,3,4,0.00,,0.00
-12338,,,24-Jan-06,0,SD,29,1,R,2,,4,1,260,,,,,0.023929935,10.55273438,3,0,,5,0,,,0.03
-12342,,,24-Jan-06,4000,SO,46,1,H,,,20,6,101,,4,,,0,85.921875,1,3,0,3,2,0.00,,0.02
-12362,,,24-Jan-06,340,SO,30,2,R,1,1200,5,5,0,,2,,,0.543049095,23.98828125,1,4,1094,3,-1,0.00,0.00,0.07
-12328,,,24-Jan-06,0,SO,42,2,H,,10500,7,3,0,,12,,1706,0.268210243,34.2734375,2,2,2040,3,0,,0.16,0.05
-12359,,,24-Jan-06,0,SD,24,99999,R,1,,3,3,1245,,2,,,0.089135695,68.96875,1,1,0,3,1,,,
-12351,,,24-Jan-06,0,SO,29,1,R,1,,2,3,480,,0,,,0.260284848,43.34375,2,2,92,3,1,,,0.03
-12348,,,24-Jan-06,140,SO,18,,P,,,,,,4,1,,,0.271513374,50.0546875,1,0,,5,0,0.00,,0.00
-12365,,,24-Jan-06,0,SN,22,3,R,,,21,2,,,1,,,0.3173264,26.26171875,2,0,,2,1,,,0.14
-12361,,,24-Jan-06,0,SO,19,1,R,,250,6,2,56,,,,,0.224214481,57.1640625,1,2,273,3,3,,0.00,0.05
-12367,,,24-Jan-06,1,SB,23,1,R,,,,,,,,,,0,,,0,,4,-1,,,0.04
-12366,,,24-Jan-06,200,SO,18,,P,,,,,,,,,,0,,,0,,4,-1,0.00,,0.00
-12360,,,24-Jan-06,0,SC,18,2,R,,,12,2,,8,0,31,,0.262260165,51.7578125,1,2,0,3,2,,,0.11
-12363,,,24-Jan-06,0,SN,19,2,R,,,,,,,0,,,0.035974736,32.578125,,0,,5,-1,,,0.11
-12357,,,24-Jan-06,0,SO,23,,R,,,,,,,,,,0.359685244,56.546875,,0,,5,-1,,,0.00
12354,1,0,24-Jan-06,0,SO,17,,P,,,,,,,,,,0,,,0,,5,-1,,,0.00
12346,1,0,24-Jan-06,1,SD,22,6,R,,,,,,,,,,0.117216194,37.359375,,0,,5,-1,,,0.27
-12335,,,24-Jan-06,1,SN,19,,R,,,,,,,,,,0,,,0,,4,-1,,,0.00
12345,0,1,24-Jan-06,0,SA,19,2,P,,950,8,1,44,,,11,,0.020028899,42.2109375,1,1,478,3,-1,,0.00,0.11
12353,0,1,24-Jan-06,1,SE,24,,R,,,34,1,,,,,,0,54.3359375,,0,,5,-1,,,0.00
12358,0,1,24-Jan-06,0,SO,32,1,R,,500,13,1,62,,,,,0.174022454,85.984375,1,1,276,3,-1,,0.00,0.03
12336,0,1,24-Jan-06,0,SE,29,1,R,,,,1,,,,,,0.007398899,40.4453125,1,0,,5,0,,,0.03
12332,0,1,24-Jan-06,0,SB,19,,R,1,,2,,,,,,,0.045696745,61.71875,1,0,,5,0,,,0.00
12334,0,1,24-Jan-06,0,SO,21,3,R,,,,,,,0,,,0.092216365,48.5,1,0,,5,0,,,0.14
12377,1,0,25-Jan-06,1,SO,19,1,P,1,,1,2,14,19,1,79,,0.140368199,89.34375,1,2,0,3,1,,,0.05
-12372,,,25-Jan-06,0,SB,18,1,P,,,,,,7,,45,,0.312534645,70.546875,2,0,,5,0,,,0.06
-12379,,,25-Jan-06,0,SO,19,1,P,1,,3,1,30,7,1,22,,0.062682043,49.53125,,1,0,3,3,,,0.05
12381,1,0,25-Jan-06,320,SB,23,,P,,,15,1,,1,,15,,0.272855735,63.84375,1,1,0,3,1,0.00,,0.00
12375,1,0,25-Jan-06,1,SC,28,,R,,,,,,0,,2,,0.184252658,50.7578125,,0,,5,-1,,,0.00
-12369,,,25-Jan-06,940,SB,40,,R,2,,5,2,255,,0,1,,0.11824741,23.15625,3,2,0,1,0,0.00,,0.00
-12380,,,25-Jan-06,1600,SD,37,2,R,2,1350,2,2,58,,0,,,0,62.4453125,1,2,1711,3,1,0.00,0.00,0.05
-12370,,,25-Jan-06,720,SF,31,,R,,,,,,,,,,0.264485962,16.6328125,3,0,,5,0,0.00,,0.00
-12384,,,25-Jan-06,0,SA,18,1,P,,,,,,0,0,,,0,66.4375,1,0,,5,1,,,0.06
12386,1,0,25-Jan-06,0,SO,19,1,P,,,,,,,,,,0,,,0,,4,-1,,,0.05
12385,1,0,25-Jan-06,300,SH,23,,P,,,,,,,,,,0.164353796,29.50390625,,0,,5,-1,0.00,,0.00
-12378,,,25-Jan-06,0,SE,22,1,R,,,,,,,,,,0.367590508,53.7265625,,0,,5,-1,,,0.05
-12373,,,25-Jan-06,1,SA,23,,R,,,,,,,,,,0,81.015625,,0,,5,-1,,,0.00
12376,0,1,25-Jan-06,60,SC,18,1,,,,53,1,,27,0,25,,0,81.21875,,1,0,3,-1,0.00,,0.06
12401,1,0,26-Jan-06,120,SO,18,,P,,,,,,10,1,30,,0,66.453125,,0,,5,-1,0.00,,0.00
12395,1,0,26-Jan-06,400,SE,20,,P,1,450,2,2,0,19,2,25,,0,48.2890625,1,1,540,3,-1,0.00,0.00,0.00
-12408,,,26-Jan-06,560,SO,36,,R,,,19,2,,,3,,,0,50.5078125,1,0,,5,1,0.00,,0.00
-12388,,,26-Jan-06,1500,SO,33,,R,2,,2,2,1,,0,,,0.357396002,56.5078125,3,2,0,3,1,0.00,,0.00
12400,1,0,26-Jan-06,0,SM,24,,R,,,15,1,60,,,,,0.097396425,69.65625,,1,0,3,-1,,,0.00
-12409,,,26-Jan-06,0,SC,23,0,R,1,50,6,1,15,,0,,,0.051075052,47.984375,1,1,0,3,1,,0.00,0.00
-12389,,,26-Jan-06,1000,SN,25,3,R,1,500,2,1,0,,0,,187,0.129830012,62.9921875,2,1,0,3,0,0.19,0.37,0.12
12403,1,0,26-Jan-06,0,SB,19,1,R,,,,,,,,,,0.018263717,29.1640625,,0,,5,-1,,,0.05
12402,1,0,26-Jan-06,1,SO,25,,R,,,,,,,,,,0,,,0,,4,-1,,,0.00
12407,0,1,26-Jan-06,0,SB,19,1,,1,,4,1,,29,2,21,,0.383139061,50.4765625,1,1,0,3,1,,,0.05
12396,0,1,26-Jan-06,0,FT,28,,,,,,,,,,5,,0.095499439,56.4140625,,0,,5,-1,,,0.00
12406,0,1,26-Jan-06,0,SE,19,1,R,,,,,,,,,,0.227486637,52.2734375,,0,,5,-1,,,0.05
12393,0,1,26-Jan-06,0,FT,30,,,,,,,,,,,,0,,,0,,4,-1,,,0.00
-12433,,,27-Jan-06,0,SO,18,1,P,,,,,,26,1,46,,0.026156709,25.44921875,2,0,,5,1,,,0.06
12426,1,0,27-Jan-06,1,SB,23,,,,,,,,10,,39,,0.160960476,78.859375,,0,,5,-1,,,0.00
